timestamp,agent_name,instantaneous_rps,avg_rps_1min,avg_rps_5min,peak_rps,throughput_efficiency,request_success_rate,bandwidth_utilization_mbps
1760189886,hybrid_dqn_ppo,57.5,82.1,92.0,401.6,1.915,0.9391,0.55
1760189886,hybrid_dqn_ppo,34.5,76.7,87.3,401.6,1.149,0.9753,0.33
1760189886,hybrid_dqn_ppo,144.6,76.9,89.7,401.6,4.820,0.9900,1.39
1760189886,hybrid_dqn_ppo,126.2,88.4,89.9,401.6,4.208,0.9900,1.21
1760189886,hybrid_dqn_ppo,114.9,83.6,87.5,401.6,3.830,0.9900,1.10
1760189886,hybrid_dqn_ppo,25.9,83.9,87.1,401.6,0.863,0.8959,0.25
1760189886,hybrid_dqn_ppo,110.1,92.7,89.6,401.6,3.669,0.9900,1.06
1760189886,hybrid_dqn_ppo,57.9,96.6,87.8,401.6,1.930,0.9900,0.56
1760189886,hybrid_dqn_ppo,45.9,80.2,85.5,401.6,1.530,0.9900,0.44
1760189886,hybrid_dqn_ppo,62.1,69.5,84.8,401.6,2.072,0.9900,0.60
1760189886,hybrid_dqn_ppo,57.9,60.0,84.0,401.6,1.929,0.9900,0.56
1760189886,hybrid_dqn_ppo,72.3,67.7,85.2,401.6,2.409,0.9900,0.69
1760189886,hybrid_dqn_ppo,61.5,59.6,83.5,401.6,2.050,0.9900,0.59
1760189886,hybrid_dqn_ppo,69.2,61.5,84.0,401.6,2.308,0.9900,0.66
1760189886,hybrid_dqn_ppo,81.7,67.5,82.3,401.6,2.724,0.9900,0.78
1760189886,hybrid_dqn_ppo,50.9,65.6,81.6,401.6,1.698,0.9900,0.49
1760189886,hybrid_dqn_ppo,152.9,81.4,84.3,401.6,5.096,0.9900,1.47
1760189886,hybrid_dqn_ppo,20.4,72.8,82.3,401.6,0.680,0.9900,0.20
1760189886,hybrid_dqn_ppo,57.8,72.2,80.6,401.6,1.927,0.9577,0.55
1760189886,hybrid_dqn_ppo,32.3,66.0,77.9,401.6,1.077,0.9811,0.31
1760189886,hybrid_dqn_ppo,156.3,78.4,77.7,401.6,5.209,0.9900,1.50
1760189886,hybrid_dqn_ppo,70.0,81.6,77.5,401.6,2.333,0.9900,0.67
1760189886,hybrid_dqn_ppo,34.2,61.8,74.9,401.6,1.141,0.9900,0.33
1760189886,hybrid_dqn_ppo,89.8,73.4,75.1,401.6,2.993,0.9900,0.86
1760189886,hybrid_dqn_ppo,91.5,79.0,77.1,401.6,3.048,0.9900,0.88
1760189886,hybrid_dqn_ppo,102.7,90.7,78.3,401.6,3.422,0.9900,0.99
1760189886,hybrid_dqn_ppo,45.6,72.3,75.1,401.6,1.519,0.9900,0.44
1760189886,hybrid_dqn_ppo,63.7,71.2,75.3,401.6,2.123,0.9900,0.61
1760189886,hybrid_dqn_ppo,148.3,90.2,75.4,401.6,4.942,0.9900,1.42
1760189886,hybrid_dqn_ppo,46.0,82.9,76.1,401.6,1.534,0.9379,0.44
1760189886,hybrid_dqn_ppo,62.3,78.1,76.3,401.6,2.076,0.9900,0.60
