timestamp,agent_name,instantaneous_rps,avg_rps_1min,avg_rps_5min,peak_rps,throughput_efficiency,request_success_rate,bandwidth_utilization_mbps
1760189887,hybrid_dqn_ppo,110.1,68.9,73.2,404.7,3.672,0.9900,1.06
1760189887,hybrid_dqn_ppo,29.0,57.7,72.4,404.7,0.967,0.9188,0.28
1760189887,hybrid_dqn_ppo,84.8,64.3,73.1,404.7,2.825,0.9900,0.81
1760189887,hybrid_dqn_ppo,130.0,81.3,75.5,404.7,4.334,0.9900,1.25
1760189887,hybrid_dqn_ppo,114.9,84.9,76.8,404.7,3.831,0.9900,1.10
1760189887,hybrid_dqn_ppo,50.3,86.5,74.2,404.7,1.677,0.9666,0.48
1760189887,hybrid_dqn_ppo,28.0,72.8,73.4,404.7,0.934,0.9900,0.27
1760189887,hybrid_dqn_ppo,72.8,80.1,74.0,404.7,2.425,0.9900,0.70
1760189887,hybrid_dqn_ppo,58.6,75.8,74.0,404.7,1.953,0.9242,0.56
1760189887,hybrid_dqn_ppo,37.0,60.3,70.9,404.7,1.235,0.9900,0.36
1760189887,hybrid_dqn_ppo,58.1,50.8,70.6,404.7,1.938,0.9505,0.56
1760189887,hybrid_dqn_ppo,46.1,50.1,70.1,404.7,1.538,0.9900,0.44
1760189887,hybrid_dqn_ppo,92.1,60.8,71.1,404.7,3.070,0.9900,0.88
1760189887,hybrid_dqn_ppo,161.3,75.5,74.5,404.7,5.376,0.9900,1.55
1760189887,hybrid_dqn_ppo,80.7,79.2,72.0,404.7,2.691,0.9900,0.77
1760189887,hybrid_dqn_ppo,53.5,82.0,72.0,404.7,1.782,0.9900,0.51
1760189887,hybrid_dqn_ppo,129.2,93.8,74.0,404.7,4.305,0.9900,1.24
1760189887,hybrid_dqn_ppo,52.9,94.9,73.2,404.7,1.762,0.9900,0.51
1760189887,hybrid_dqn_ppo,113.4,98.5,74.7,404.7,3.779,0.9900,1.09
1760189887,hybrid_dqn_ppo,34.4,77.3,73.3,404.7,1.148,0.9439,0.33
1760189887,hybrid_dqn_ppo,139.3,87.1,73.9,404.7,4.642,0.9900,1.34
1760189887,hybrid_dqn_ppo,65.0,89.0,74.5,404.7,2.165,0.9900,0.62
1760189887,hybrid_dqn_ppo,66.5,78.6,75.0,404.7,2.216,0.9900,0.64
1760189887,hybrid_dqn_ppo,112.3,88.5,75.7,404.7,3.744,0.9900,1.08
1760189887,hybrid_dqn_ppo,20.9,73.1,74.8,404.7,0.698,0.9900,0.20
1760189887,hybrid_dqn_ppo,38.9,73.8,72.9,404.7,1.297,0.9400,0.37
1760189887,hybrid_dqn_ppo,80.3,64.0,74.1,404.7,2.678,0.9900,0.77
1760189887,hybrid_dqn_ppo,102.0,70.2,76.5,404.7,3.399,0.9900,0.98
1760189887,hybrid_dqn_ppo,192.4,91.2,79.8,404.7,6.415,0.9900,1.85
1760189887,hybrid_dqn_ppo,62.3,82.8,80.6,404.7,2.077,0.9900,0.60
1760189887,hybrid_dqn_ppo,48.9,87.5,78.5,404.7,1.629,0.9467,0.47
1760189887,hybrid_dqn_ppo,93.4,96.6,80.7,404.7,3.114,0.9900,0.90
1760189887,hybrid_dqn_ppo,33.4,88.7,79.0,404.7,1.114,0.9900,0.32
1760189887,hybrid_dqn_ppo,73.6,84.0,77.1,404.7,2.453,0.8946,0.71
1760189887,hybrid_dqn_ppo,64.0,62.6,75.4,404.7,2.135,0.9900,0.61
1760189887,hybrid_dqn_ppo,27.7,56.8,74.6,404.7,0.922,0.9633,0.27
1760189887,hybrid_dqn_ppo,110.5,67.1,77.4,404.7,3.683,0.9900,1.06
1760189887,hybrid_dqn_ppo,72.7,63.7,77.4,404.7,2.423,0.9900,0.70
1760189887,hybrid_dqn_ppo,59.4,68.0,77.4,404.7,1.980,0.9900,0.57
1760189887,hybrid_dqn_ppo,51.5,64.3,77.9,404.7,1.717,0.9900,0.49
1760189887,hybrid_dqn_ppo,82.9,67.4,78.7,404.7,2.763,0.9900,0.80
1760189887,hybrid_dqn_ppo,56.1,72.2,79.0,404.7,1.871,0.9900,0.54
1760189887,hybrid_dqn_ppo,175.5,83.0,81.8,404.7,5.848,0.9900,1.68
1760189887,hybrid_dqn_ppo,109.5,89.1,80.1,404.7,3.648,0.9900,1.05
1760189887,hybrid_dqn_ppo,110.0,97.6,81.1,404.7,3.667,0.9900,1.06
1760189887,hybrid_dqn_ppo,104.5,106.4,82.8,404.7,3.482,0.9900,1.00
1760189887,hybrid_dqn_ppo,197.0,125.4,85.0,404.7,6.568,0.9900,1.89
1760189887,hybrid_dqn_ppo,231.3,154.6,91.0,404.7,7.711,0.9900,2.22
1760189887,hybrid_dqn_ppo,84.3,139.4,90.0,404.7,2.812,0.9474,0.81
1760189887,hybrid_dqn_ppo,61.7,131.5,90.9,404.7,2.056,0.9655,0.59
1760189887,hybrid_dqn_ppo,174.5,142.2,92.1,404.7,5.818,0.9900,1.68
1760189887,hybrid_dqn_ppo,143.0,148.7,94.7,404.7,4.767,0.9900,1.37
1760189887,hybrid_dqn_ppo,120.9,136.0,96.5,404.7,4.030,0.9900,1.16
1760189887,hybrid_dqn_ppo,51.4,106.0,94.5,404.7,1.713,0.9900,0.49
1760189887,hybrid_dqn_ppo,114.7,111.0,97.6,404.7,3.823,0.9900,1.10
1760189887,hybrid_dqn_ppo,27.9,105.4,97.2,404.7,0.931,0.9900,0.27
1760189887,hybrid_dqn_ppo,62.8,86.8,96.7,404.7,2.092,0.9900,0.60
1760189887,hybrid_dqn_ppo,78.8,76.1,95.9,404.7,2.626,0.9900,0.76
1760189887,hybrid_dqn_ppo,112.7,74.7,93.2,404.7,3.757,0.9900,1.08
1760189887,hybrid_dqn_ppo,121.4,86.4,95.2,404.7,4.046,0.9900,1.17
1760189887,hybrid_dqn_ppo,66.3,78.3,95.8,404.7,2.211,0.9900,0.64
1760189887,hybrid_dqn_ppo,159.0,100.2,98.0,404.7,5.301,0.9900,1.53
1760189887,hybrid_dqn_ppo,45.4,97.3,98.4,404.7,1.513,0.9900,0.44
