timestamp,agent_name,instantaneous_rps,avg_rps_1min,avg_rps_5min,peak_rps,throughput_efficiency,request_success_rate,bandwidth_utilization_mbps
1760189888,hybrid_dqn_ppo,56.4,127.9,150.4,405.6,5.638,0.9484,0.54
1760189888,hybrid_dqn_ppo,121.0,119.1,149.1,405.6,12.103,0.9506,1.16
1760189888,hybrid_dqn_ppo,175.0,100.3,150.2,405.6,17.502,0.9900,1.68
1760189888,hybrid_dqn_ppo,132.2,101.3,149.4,405.6,13.222,0.9900,1.27
1760189888,hybrid_dqn_ppo,131.4,110.1,148.8,405.6,13.144,0.9900,1.26
1760189888,hybrid_dqn_ppo,160.8,129.5,149.2,405.6,16.082,0.9900,1.54
1760189888,hybrid_dqn_ppo,203.9,154.1,151.2,405.6,20.387,0.9900,1.96
1760189888,hybrid_dqn_ppo,114.3,153.0,149.9,405.6,11.434,0.9900,1.10
1760189888,hybrid_dqn_ppo,200.9,157.3,151.6,405.6,20.088,0.9900,1.93
1760189888,hybrid_dqn_ppo,87.4,149.8,150.5,405.6,8.743,0.9900,0.84
1760189888,hybrid_dqn_ppo,102.8,145.0,151.1,405.6,10.282,0.9900,0.99
1760189888,hybrid_dqn_ppo,249.9,159.9,157.6,405.6,24.992,0.9900,2.40
1760189888,hybrid_dqn_ppo,128.0,147.2,154.8,405.6,12.797,0.9900,1.23
1760189888,hybrid_dqn_ppo,108.2,146.2,150.4,405.6,10.816,0.9900,1.04
1760189888,hybrid_dqn_ppo,76.3,125.4,149.9,405.6,7.627,0.9900,0.73
1760189888,hybrid_dqn_ppo,201.1,144.4,154.1,405.6,20.113,0.9900,1.93
1760189888,hybrid_dqn_ppo,123.4,147.8,155.3,405.6,12.345,0.9800,1.19
1760189888,hybrid_dqn_ppo,124.5,126.9,154.6,405.6,12.452,0.9900,1.20
1760189888,hybrid_dqn_ppo,49.9,113.9,152.9,405.6,4.993,0.9900,0.48
1760189888,hybrid_dqn_ppo,93.4,111.4,151.1,405.6,9.336,0.9900,0.90
1760189888,hybrid_dqn_ppo,71.2,110.6,143.6,405.6,7.117,0.9900,0.68
1760189888,hybrid_dqn_ppo,145.2,101.3,146.3,405.6,14.524,0.9900,1.39
1760189888,hybrid_dqn_ppo,103.5,98.0,141.5,405.6,10.349,0.9900,0.99
1760189888,hybrid_dqn_ppo,78.7,90.3,132.1,405.6,7.871,0.9314,0.76
1760189888,hybrid_dqn_ppo,209.8,117.0,132.0,405.6,20.983,0.9900,2.01
1760189888,hybrid_dqn_ppo,164.3,128.8,131.7,405.6,16.428,0.9900,1.58
1760189888,hybrid_dqn_ppo,84.4,131.0,124.9,405.6,8.441,0.9900,0.81
1760189888,hybrid_dqn_ppo,136.8,129.6,125.3,405.6,13.680,0.9900,1.31
1760189888,hybrid_dqn_ppo,96.6,128.4,125.9,405.6,9.661,0.9900,0.93
1760189888,hybrid_dqn_ppo,281.3,162.2,133.8,405.6,28.129,0.9900,2.70
1760189888,hybrid_dqn_ppo,58.4,137.0,133.8,405.6,5.838,0.9572,0.56
1760189888,hybrid_dqn_ppo,180.2,139.6,135.8,405.6,18.022,0.9900,1.73
1760189888,hybrid_dqn_ppo,283.9,172.9,139.4,405.6,28.389,0.9900,2.73
1760189888,hybrid_dqn_ppo,338.9,206.5,146.3,405.6,33.888,0.9900,3.25
1760189888,hybrid_dqn_ppo,203.1,224.3,148.7,405.6,20.312,0.9900,1.95
1760189888,hybrid_dqn_ppo,172.3,206.1,149.1,405.6,17.233,0.9900,1.65
1760189888,hybrid_dqn_ppo,116.4,215.8,146.2,405.6,11.644,0.9900,1.12
1760189888,hybrid_dqn_ppo,318.5,238.9,153.0,405.6,31.850,0.9900,3.06
1760189888,hybrid_dqn_ppo,89.3,206.4,149.3,405.6,8.933,0.9547,0.86
1760189888,hybrid_dqn_ppo,315.7,202.6,156.9,405.6,31.568,0.9900,3.03
1760189888,hybrid_dqn_ppo,86.6,183.1,156.3,405.6,8.655,0.9222,0.83
1760189888,hybrid_dqn_ppo,123.8,175.1,152.1,405.6,12.380,0.9900,1.19
1760189888,hybrid_dqn_ppo,283.8,202.9,157.3,405.6,28.384,0.9900,2.72
1760189888,hybrid_dqn_ppo,114.3,168.9,157.5,405.6,11.433,0.9900,1.10
1760189888,hybrid_dqn_ppo,146.4,178.4,159.9,405.6,14.640,0.9900,1.41
1760189888,hybrid_dqn_ppo,163.4,153.0,158.6,405.6,16.337,0.9900,1.57
1760189888,hybrid_dqn_ppo,317.0,191.5,165.1,405.6,31.704,0.9900,3.04
1760189888,hybrid_dqn_ppo,70.6,182.6,163.3,405.6,7.061,0.8921,0.68
1760189888,hybrid_dqn_ppo,78.2,148.3,164.2,405.6,7.817,0.9829,0.75
1760189888,hybrid_dqn_ppo,55.0,138.4,162.9,405.6,5.504,0.9048,0.53
1760189888,hybrid_dqn_ppo,110.6,132.5,164.2,405.6,11.063,0.9900,1.06
1760189888,hybrid_dqn_ppo,111.4,123.8,163.1,405.6,11.139,0.9900,1.07
1760189888,hybrid_dqn_ppo,40.6,77.7,161.0,405.6,4.056,0.9855,0.39
1760189888,hybrid_dqn_ppo,216.6,102.1,165.6,405.6,21.660,0.9900,2.08
1760189888,hybrid_dqn_ppo,71.3,100.9,161.0,405.6,7.128,0.9900,0.68
1760189888,hybrid_dqn_ppo,89.4,106.6,158.5,405.6,8.941,0.9900,0.86
1760189888,hybrid_dqn_ppo,65.4,99.1,157.9,405.6,6.539,0.9734,0.63
1760189888,hybrid_dqn_ppo,33.6,86.1,154.4,405.6,3.358,0.9900,0.32
1760189888,hybrid_dqn_ppo,143.5,103.3,156.0,405.6,14.352,0.9900,1.38
1760189888,hybrid_dqn_ppo,90.7,82.3,149.6,405.6,9.069,0.9900,0.87
1760189888,hybrid_dqn_ppo,80.9,83.9,150.4,405.6,8.092,0.9660,0.78
1760189888,hybrid_dqn_ppo,29.9,74.0,145.4,405.6,2.992,0.8914,0.29
1760189888,hybrid_dqn_ppo,101.2,80.0,139.3,405.6,10.119,0.9900,0.97
1760189888,hybrid_dqn_ppo,33.2,79.9,129.1,405.6,3.320,0.9184,0.32
1760189888,hybrid_dqn_ppo,151.7,81.3,127.4,405.6,15.174,0.9900,1.46
1760189888,hybrid_dqn_ppo,55.9,75.5,123.5,405.6,5.590,0.9900,0.54
1760189888,hybrid_dqn_ppo,21.4,65.6,120.3,405.6,2.135,0.9036,0.20
1760189888,hybrid_dqn_ppo,84.9,74.7,112.5,405.6,8.489,0.9900,0.81
1760189888,hybrid_dqn_ppo,26.6,62.3,110.5,405.6,2.655,0.9900,0.25
1760189888,hybrid_dqn_ppo,17.5,59.7,100.5,405.6,1.753,0.9193,0.17
1760189888,hybrid_dqn_ppo,56.6,43.8,99.5,405.6,5.661,0.9900,0.54
1760189888,hybrid_dqn_ppo,12.3,36.5,95.8,405.6,1.234,0.9900,0.12
1760189888,hybrid_dqn_ppo,55.5,42.2,88.2,405.6,5.553,0.9900,0.53
1760189888,hybrid_dqn_ppo,8.8,29.6,84.7,405.6,0.878,0.9436,0.08
1760189888,hybrid_dqn_ppo,22.9,28.9,80.6,405.6,2.289,0.9900,0.22
1760189888,hybrid_dqn_ppo,14.4,28.4,75.6,405.6,1.441,0.9900,0.14
1760189888,hybrid_dqn_ppo,9.2,20.5,65.3,405.6,0.923,0.9039,0.09
1760189888,hybrid_dqn_ppo,21.7,22.1,63.7,405.6,2.167,0.9900,0.21
1760189888,hybrid_dqn_ppo,15.3,15.4,61.6,405.6,1.531,0.9900,0.15
